No;File;Artist;Title;Mood
3710;TRBRKTC128F42437F5.h5;Big Mama Thornton;My Heavy Load;sad
3711;TRBRKTX128F9352AAD.h5;Pram;Mariana Deep;sad
3712;TRBRKUI12903CDC338.h5;Tremor;Malambo;sad
3713;TRBRKVF128F92F0F45.h5;Vico-C;Tradicion (Long Version);happy
3714;TRBRKVT128F1453011.h5;The Latin Kings;Dags För Bax;happy
3715;TRBRKXD128F933F044.h5;Mildred Bailey;Georgia On My Mind;sad
3716;TRBRKXN128F427D6C4.h5;China Crisis;Age Old Need;sad
3717;TRBRKXO128F93425A2.h5;Esa;In Lust We Trust;sad
3718;TRBRKYU128F427AF9B.h5;Los Patita De Perro;No Hay Un Lugar;happy
3719;TRBRKZP12903CEEA25.h5;Hannah;I Believe In You;sad
3720;TRBRLKV128F42896BB.h5;House of Large Sizes;Death Buggy;happy
3721;TRBRLUA128F4276427.h5;Andres Calamaro;Volver;happy
3722;TRBRLAS128F4277BF7.h5;Craig's Brother;Falling Out;sad
3723;TRBRLBO128F42202F1.h5;Santogold;You'll Find A Way [Switch and Sinden Remix];happy
3724;TRBRLCH128F92F3877.h5;Incubus;Under My Umbrella;happy
3725;TRBRLDD12903CDC910.h5;Zalinski;Apology to the Feminine;sad
3726;TRBRLDY12903CDEE5E.h5;Vanessa Wagner;L'Isle Joyeuse;sad
3727;TRBRLFR12903CE6A41.h5;Debbie Davies;Such A Fine Man;happy
3728;TRBRLGQ128F93024AD.h5;Rey Ruiz;Duele;happy
3729;TRBRLHP128F429C876.h5;LMNO;Hit;happy
3730;TRBRLHW128F423824B.h5;Eugene Francis Jnr;Turned Me Around;sad
3731;TRBRLIC128F4272522.h5;Blue Orchids;Thirst;happy
3732;TRBRLIV128F4250980.h5;Earth Wheel Sky Band;Choro Rrom;happy
3733;TRBRLIW128F4270530.h5;The Loud Family;Give In World;happy
3734;TRBRLIX128F92D8E0B.h5;Endo;Chasing Dreams;happy
3735;TRBRLJG128F14899B4.h5;Voces Del Rancho;Tengo A Mi Lupe;happy
3736;TRBRLJV128F426445F.h5;Lexxus;Runaway tain;sad
3737;TRBRLKF128F93477C6.h5;Jorge Negrete Y Su Mariachi;La Chancla;happy
3738;TRBRLKX128F92F2F0D.h5;Richie Spice;Calling My Name;happy
3739;TRBRLLB128F42583B4.h5;Chin Chin;Empty;sad
3740;TRBRLNT128F4299140.h5;Leo Kottke;Little Shoes;happy
3741;TRBRLOR128F426655C.h5;Sugar Minott;Think It Over;happy
3742;TRBRLOU128F148D670.h5;Ronan Keating;Lost For Words;happy
3743;TRBRLPE12903CEC33E.h5;Vliegende Panters;ZZ-Top;happy
3744;TRBRLPN128F4243C2B.h5;Katie Webster;When Something Is Wrong With My Baby;sad
3745;TRBRLSM128F4263401.h5;Black Magic;Freedom [Make It Funky][Color 2 Freedompella];sad
3746;TRBRLSP128F92FBE01.h5;The Nylons;Maybe;happy
3747;TRBRLUA128F425D333.h5;Miguel Migs;Get Down;happy
3748;TRBRLUG128F1478DF1.h5;Lola Flores;María Victoria;happy
3749;TRBRLUI128F932C524.h5;Styles Of Beyond;Survival Tactics;happy
3750;TRBRLUL12903CA0728.h5;Sean Ensign;You Keep Me Hangin' On;happy
3751;TRBRLWO128F4265309.h5;Marc Anthony;Dímelo;happy
3752;TRBRLWP128F42184B1.h5;Eddie Turner;Play It Cool;sad
3753;TRBRLWR12903CE2E34.h5;Cyril Pahinui;Panini Pua Kea;sad
3754;TRBRLWW12903CFE44C.h5;Carfax Abbey;It Screams Disease;sad
3755;TRBRLXG128F429583C.h5;Secret Affair;Streetlife Parade;sad
3756;TRBRLXZ12903CD946C.h5;Margot & The Nuclear So And So's;A Light On a Hill;sad
3757;TRBRLYM128F932EBBF.h5;Marla Glen;Child;sad
3758;TRBRLYV128F9342119.h5;Rodney Bakerr;Anymore (feat. Shiela O'Donnell);happy
3759;TRBRLZB128F42521C3.h5;Carlos Vives;Quiero Verte Sonreir;happy
3760;TRBRMAC128F92C1D08.h5;Nick Lachey;What's Left Of Me;sad
3761;TRBRMBJ128F4238ABC.h5;Debby Boone;Sincerely Yours;sad
3762;TRBRMBV128F92DCF48.h5;Rosenstolz;Gib mir Sonne;sad
3763;TRBRMCM128F148D174.h5;Rickie Lee Jones;Don't Let The Sun Catch You Crying;happy
3764;TRBRMCN128F934E87F.h5;David T. Chastain;The Sky is Melting;sad
3765;TRBRMCT128F428E866.h5;Noor Jahan;Niyat-E-Shauq Bhar;happy
3766;TRBRMDD128F92FEEC5.h5;Steve Goodman;Talk Backwards;happy
3767;TRBRMDP12903CF262E.h5;Cryptopsy;Carrionshine;sad
3768;TRBRMED128F9334F65.h5;Zero Boys;Dingy Bars Suck;sad
3769;TRBRMES128F934B4A1.h5;Anael Miller;Johnny Rown;sad
3770;TRBRMGB128F4297CC9.h5;Kaskade;Steppin' Out (Extended Mix);happy
3771;TRBRMOX128F92E7FE5.h5;André Verchuren;Plaisance Fox;happy
3772;TRBRMPN128F92E87E4.h5;Spitfire;Minimal Love;happy
3773;TRBRMQC128F428307A.h5;Maria Rita;Conta Outra - Ao Vivo - Faixa Bonus;happy
3774;TRBRMQV128F426A509.h5;Speedcore Master;Assfucking;sad
3775;TRBRMQX128F4245644.h5;I Corvi;Silvia's Mother;sad
3776;TRBRMRB12903D068FD.h5;Styrofoam;Make It Mine;sad
3777;TRBRMSF128F92EF83D.h5;Ludovico Einaudi;Soltanto Un Ricordo;sad
3778;TRBRMSG128F930C2A6.h5;Phil Lee;Last Year;happy
3779;TRBRMSU12903C95A3B.h5;BB King;Everyday (I Have The Blues);happy
3780;TRBRMTN12903CB03E7.h5;Unearth;Shattered By the Sun;sad
3781;TRBRMTP128F932E9DA.h5;Broken Spindles;No Mind Knows Mine;sad
3782;TRBRMVL12903CB710E.h5;Reconceal;When I Find You;happy
3783;TRBRMVV12903CEBAFB.h5;Natalie Gauci;Without You;sad
3784;TRBRMWA12903CD09B3.h5;Who Made Who;Space For Rent (THE RAPTURE's Hushhush Remix);sad
3785;TRBRMWL12903CE37CD.h5;Raw Power;We Shall Overcome;sad
3786;TRBRMXL128F424FE00.h5;Pako & Frederik;Enclose Modulus;sad
3787;TRBRMXM128F4262018.h5;Rosanne Cash;Tennessee Flat Top Box;happy
3788;TRBRMYI128EF35C9EB.h5;Chris Christian;The Chase;sad
3789;TRBRMHH128F4250AB4.h5;The Gits;I'm Lou;sad
3790;TRBRMII128F426EA88.h5;Babyface;For The Cool In You;happy
3791;TRBRMIJ128F934370F.h5;Malkit Singh;Mruh Watan Noon Awan;happy
3792;TRBRMLF128F4263618.h5;Kristin Hersh;Velvet Days;sad
3793;TRBRMMQ128F424E414.h5;Traindodge;When Bad Luck Talks;happy
3794;TRBRMNO12903CBE3DE.h5;The Feelies;Original Love;happy
3795;TRBRMNP128F14A7331.h5;Ghorwane;Vhory;happy
3796;TRBRMNZ12903CAA670.h5;Percy Faith;While We're Young;sad
3797;TRBRMOI128F422B262.h5;Why?;Good Friday;happy
3798;TRBRNKA128F429A907.h5;Lab Report;Clean Up;sad
3799;TRBRNSS128F932FAFF.h5;The Rolling Stones;Doo Doo Doo Doo Doo (Heartbreaker);happy
3800;TRBRNAD12903CE7EF5.h5;310;Mbaba;sad
3801;TRBRNAG12903CFA1EF.h5;Datblygu;Blwyddyn Nesa Efallai Leukaemia;happy
3802;TRBRNAW128F932B1B1.h5;Iwona Wegrowska;Nie Win Mnie;sad
3803;TRBRNDJ12903D166EA.h5;The Cars;I Refuse;happy
3804;TRBRNEL128F92DAA2A.h5;Ellery Eskelin;Harmonia;sad
3805;TRBRNEM128F4232285.h5;Slim Cessna's Auto Club;All About The Bullfrog In Three Verses;happy
3806;TRBRNGE12903CF2D96.h5;Armitage Shanks;Dust;sad
3807;TRBRNIF128F92FE333.h5;So;Remember;happy
3808;TRBRNIN128F145E85E.h5;Nelly / City Spud;Ride Wit Me;happy
3809;TRBRNIU128F423EA96.h5;Jordanaires;Ezekiel Saw the Wheel;happy
3810;TRBRNJA128F4288154.h5;Balligomingo;Lust;sad
3811;TRBRNJL128F92F3D88.h5;The Mars Volta;Cicatriz Esp;sad
3812;TRBRNKC128F42505D3.h5;Border Crossing feat. Ricky Ranking;City Of Love;happy
3813;TRBRNKK128EF3524A2.h5;Human Eye;First Taste Of Crime;happy
3814;TRBRNKX12903CE7D96.h5;Allende;One Missed Step;happy
3815;TRBRNNG128F426C66D.h5;Down By Law;Surrender;sad
3816;TRBRNNS128F427E9C4.h5;Atlanta Rhythm Section;Champagne Jam;happy
3817;TRBRNOH128F93664B5.h5;Kaada;The Hermetic Bird;sad
3818;TRBRNPA128F92EF76C.h5;New Order;"Bizarre Love Triangle [Shep Pettibone 12"" Remastered Remix]";happy
3819;TRBRNPF128F423AEE1.h5;Paul Kalkbrenner;Tatü-Tata;sad
3820;TRBRNPP128F92EC4EE.h5;Carman;This Blood;sad
3821;TRBRNPP128F92F0261.h5;Sanctum;A Pose;sad
3822;TRBRNPU128F9339350.h5;Pat Travers;Waitin' For The Bus;happy
3823;TRBRNQI128F42A8EF0.h5;JS16;Love Supreme;happy
3824;TRBRNRE128F428E585.h5;Propaganda;Femme Fatale;happy
3825;TRBRNRG128F4271EB2.h5;Aretha Franklin;Lee Cross;happy
3826;TRBRNTG128F42316D9.h5;Omara Portuando;Andalucía;sad
3827;TRBRNTL128F9328C50.h5;John Lee Hooker;House Rent Boogie;happy
3828;TRBRNUH128F92D24DB.h5;Lewis Taylor;Stoned Part 2;happy
3829;TRBRNUV12903CCAA96.h5;Sidsel Endresen;One - 2;sad
3830;TRBRNVE128F9334053.h5;No More Babylon;Enjoy The Ride - Chapter II;happy
3831;TRBRNWO12903D0CC9B.h5;Rappin' 4-Tay;Boogie Bang Bang;happy
3832;TRBRNXX128F42807FC.h5;Lunik;Serenity;sad
3833;TRBRNYH128F42864E8.h5;Ex-Girl;Pretty You Ugly;sad
3834;TRBRNYP12903CA36E8.h5;Yawning Man;Advanced Darkness;happy
3835;TRBRNZV128F14ADB1C.h5;Raphi;Connect (Cali Quake Album Version);happy
3836;TRBRNZV128F92E5B5E.h5;Eko Fresh;Westcoast;sad
3837;TRBROEI128F92FB41E.h5;Hot Rize;Colleen Malone;happy
3838;TRBROAF128F42B1169.h5;Liz Story;Toy Soldiers;happy
3839;TRBROAS128F92FDD84.h5;Cosmo Vitelli;En avant pour la 6ème république;happy
3840;TRBROBG128F424D670.h5;Jens Lekman;Kanske Ar Jag Kar i Dig;happy
3841;TRBROBO128F4246A07.h5;Beautiful Sin;Take Me Home;sad
3842;TRBROBX128F9309B29.h5;Sunlounger;Shine On Me;sad
3843;TRBROBY128F4256902.h5;Bob Crosby and the Bobcats;Did Anyone Ever Tell You Mrs. Murphy?;happy
3844;TRBROBZ128F930AF26.h5;Nelson Rangell;Ave Maria;sad
3845;TRBROCH12903CB5BBC.h5;Victor Démé;Banaïba;happy
3847;TRBROCQ128F426717D.h5;The Whip;Trash;sad
3848;TRBROCW128F428A836.h5;Toots Thielemans;Fruta Boa;sad
3849;TRBRODH128F426EC55.h5;Kite;Breathe Less;sad
3850;TRBRODK128F92FF698.h5;Virus Syndicate;Doorway;happy
3851;TRBROME128F4279788.h5;The CDM Chartbreakers;Destination Calabria;sad
3852;TRBROMF128F930621A.h5;In-Flight Safety;I Could Love You More;sad
3853;TRBROPJ128F42A3F43.h5;Winger;Hungry;sad
3854;TRBROQB128F426E435.h5;ALTERED STATES;WHAT'S THE MATTER WITH LUCY?;happy
3855;TRBRORM128F424932A.h5;Jamies Elsewhere;The Politics Of Knife Fighting;sad
3856;TRBROST128F148C641.h5;Stephanie Mills;Put Your Body In It;happy
3857;TRBROTV128F427BD25.h5;Marco Di Marco;Camparenda ( Yosaku  Re-Edit);happy
3858;TRBROTX128F935EB5C.h5;Marv Johnson;I Love The Way You Love;happy
3859;TRBROUD12903CCB62A.h5;Riccardo Sabatini;Delirio a Las Vegas;sad
3860;TRBROUI12903CBE428.h5;JIMMY C. NEWMAN;Grand Chenier;happy
3861;TRBROVG128F4261996.h5;Jehst;Old Man;sad
3862;TRBROVV12903CC2FE3.h5;Toxic Holocaust;Enemy of Jesus;sad
3863;TRBROWS128F93025EB.h5;Peace Division;What Is This Sound? (King Unique's What Is This Remix);happy
3864;TRBROXK12903C9CF54.h5;Elizete Cardoso;As Praias Desertas;sad
3865;TRBROXW128F92F0EB9.h5;Lou Christie;I'm Gonna Make You Mine;happy
3866;TRBROYB128F934578A.h5;Leci Brandão;Perdoa;sad
3867;TRBROYH12903CFA4A0.h5;Christian Prommer;Sandcastles;sad
3868;TRBROYZ128F429F44C.h5;Charlie Spand;Thirsty Woman Blues;happy
3869;TRBROZJ128F42B976D.h5;Mice Parade;Ende;sad
3870;TRBROZJ128F930F94A.h5;Calexico;Casey's Last Ride;sad
3871;TRBROEI12903CD1D09.h5;The Ink Spots And Ella Fitzgerald;Into Each Life Some Rain Must Fall;sad
3872;TRBROEK128F1466750.h5;Jacky Terrasson;Just A Blues;sad
3873;TRBROEM128F92EA8FB.h5;Cipher;Drowning;sad
3874;TRBROEQ12903CC4CC3.h5;Caprice;Motet In C Minor In Furore Iustissimae Irae_ Rv 626: IV. Alleluia (Allegro);happy
3875;TRBROFT128F92F8769.h5;Ke$ha;Boots &  Boys;happy
3876;TRBROFZ128E07917F6.h5;Semisonic;El Matador;sad
3877;TRBROGN128F92FDD90.h5;Kitty Wells;One By One;happy
3878;TRBROGP128F92D848E.h5;The Inchtabokatables;Die Taube;sad
3879;TRBROHR128F932585D.h5;Snapper;Showing Off The Chrome;happy
3880;TRBROHU128F92F476A.h5;Danny Howells;Right Off;sad
3881;TRBROIB128F427483B.h5;Lunik;So On;happy
3882;TRBROKM128F92FFA74.h5;The Coal Porters;Someone's Gonna Love You Too;sad
3883;TRBROKO12903CEC94D.h5;Wild Nothing;Vultures Like Lovers;sad
3884;TRBROKY128F4250267.h5;Gavin Bryars;(Room 002/3) Salle des Faïences / Salon Gris (Duo);sad
3885;TRBRPOR128F14937D9.h5;Inhale Exhale;Frail Dreams and Rude Awakenings;sad
3886;TRBRPBN128F1498CC4.h5;Chet Baker;Broken Wing;sad
3887;TRBRPCJ128F4289E02.h5;Andy Griggs;Custom Made;happy
3888;TRBRPCS128F4290181.h5;Odd Nosdam;Off;sad
3889;TRBRPDG12903CF44D8.h5;Mike Dehnert;Brauchbar;happy
3890;TRBRPED12903CDF476.h5;Cathedral;Soul Sacrifice (Live at the Astoria);sad
3891;TRBRPGI128F426B8A2.h5;Roger Williams;Autumn Leaves;sad
3892;TRBRPHL128F9306FEB.h5;Derek Howell;Dark Horse;happy
3893;TRBRPHR128F92F7BE2.h5;Molemen;Falling;happy
3894;TRBRPIA128F4289506.h5;The Four Seasons;Walk Like A Man;happy
3895;TRBRPIA128F42A5DA0.h5;Michael Stuart / Gisselle;Que Nos Pasó;happy
3896;TRBRPII128F92F6648.h5;One Flew South;Makin' It Rain;happy
3897;TRBRPIN128F4237529.h5;Seal;Get It Together (Acoustic Version);happy
3898;TRBRPKH12903CD5213.h5;Don Fardon;Take a Heart;happy
3899;TRBRPLU128F4238C65.h5;Netzwerk;Memories;happy
3900;TRBRPMB128F426F137.h5;Goblin;Nocturne;happy
3901;TRBRPOH128F147F5BD.h5;Cud;Stay;happy
3902;TRBRPOP12903D01CF6.h5;Dolores Keane;Jose;sad
3903;TRBRPOS128F92E6443.h5;Gabriel & Dresden;Serendipity;happy
3904;TRBRPPA128F4223071.h5;No Cash Value;Fugitive;happy
3905;TRBRPPO128F4231A3C.h5;Jihad Muhammad;Expansions;sad
3906;TRBRPQK128E07936CD.h5;Righteous Brothers;You've Lost That Lovin' Feelin';sad
3907;TRBRPQR12903CC583C.h5;Dramarama;Lullabye;happy
3908;TRBRPSA12903D00025.h5;Mathias Schaffhäuser;Lost Vox;sad
3909;TRBRPSN128F424BE71.h5;KC & The Sunshine Band;Do You Wanna Go Party;happy
3910;TRBRPSP12903CF56CA.h5;Guitar Gangsters;What Did I Do (This Time);happy
3911;TRBRPSQ12903CE569A.h5;Penta;Aerobica;sad
3912;TRBRPTL128F428E224.h5;Mouse On Mars;Saturday Night World Wide Fieber (DJ Crack Mix);happy
3913;TRBRPUI128F425A976.h5;Legion Of Green Men;Rollbaq;sad
3914;TRBRPVM128F426074C.h5;Wanda Jackson;Brown Eyed Handsome Man;happy
3915;TRBRPWI128F4236B65.h5;Tabula Rasa;The Effects That Try;sad
3916;TRBRPWY128F9327106.h5;Greg Brown;Intro;sad
3917;TRBRPZD128F1480913.h5;Pulp;Dishes;sad
3918;TRBRPZJ128F932D938.h5;Hakan Lidbo;Sensitivity Training;sad
3919;TRBRPZR12903D15F7E.h5;Ocha la Rocha;Asleep at the Wheel;happy
3920;TRBRQLB128F92EC506.h5;Ijahman Levi;Trodding;sad
3921;TRBRQBO128F4253467.h5;Grammatrain;Lonely House;sad
3922;TRBRQCM12903CD252A.h5;Testbild!;Imagine a House;happy
3923;TRBRQCP128F4287D22.h5;RUN-DMC;Three Little Indians;happy
3924;TRBRQCX12903CAA74F.h5;Brick;Ain't Gonna Hurt Nobody;happy
3925;TRBRQEJ12903D0CF0B.h5;SFDK;La exaltación del yo;happy
3926;TRBRQFJ128F1489B4B.h5;Ramblin' Jack Elliott;Leaving Cheyenne;sad
3927;TRBRQGH12903CB2ACE.h5;Twiztid;Catch the Show;happy
3928;TRBRQGQ128F92EDAB6.h5;Brainbombs;Salome;sad
3929;TRBRQGU12903CAA764.h5;Shebang;Back To Zero;happy
3930;TRBRQGX128F9304F93.h5;Velvet Cacoon;Nighttime Ice Horizon;sad
3931;TRBRQHN12903C95DE4.h5;Echoes The Fall;Dirty Water;sad
3932;TRBRQID128F4298F0E.h5;Tindersticks;My Sister;sad
3933;TRBRQIF128F92D05D3.h5;Ricky Dillard;As Always (Lovin' House Mix);sad
3934;TRBRQJX128F4299141.h5;Leo Kottke;The Train And The Gate (Live);happy
3935;TRBRQKD128E0787F2C.h5;The Polyphonic Spree;La La;sad
3936;TRBRQKE128F4262F79.h5;Skerik's Syncopated Taint Septet;Song For Bad;sad
3937;TRBRQKS12903CDB91C.h5;Lasse Lindh;Fem enkla saker;sad
3938;TRBRQKT128F92C3088.h5;113;Avec Juste Un Mic;sad
3939;TRBRQMJ128EF357BEC.h5;Pterodactyl;CHX BX;sad
3940;TRBRQMV128F4285360.h5;US Coast Guard Band;Vigil;sad
3941;TRBRQNA12903CD0169.h5;Rainer Von Vielen;Bei Den Beiden;sad
3942;TRBRQNV12903D0CAA5.h5;Freestylers;So Fine;happy
3943;TRBRQPI128F428B1E5.h5;Sonny Boy Williamson;Pontiac Blues;happy
3944;TRBRQPT128F930BAF3.h5;Frank Boeijen;Windstil;sad
3945;TRBRQQD12903CC566A.h5;Dynamix II;Release the Annihilator;sad
3946;TRBRQRI128F421B48D.h5;Masterplan;Crawling From Hell;sad
3947;TRBRQSA12903CD46F0.h5;The Kovenant;Visions Of A Lost Kingdom;sad
3948;TRBRQSJ128F9312A4B.h5;Dave Angel;Trip To Darkness;sad
3949;TRBRQSL128F930D8DC.h5;The Heavy;Sixteen;happy
3950;TRBRQTI128F425EB50.h5;Unashamed;Gateway;sad
3951;TRBRQVH128F4254CB2.h5;GG Allin;Carmalita;sad
3952;TRBRQVN128F932DC7E.h5;Alice Russell;I'm Just Here;sad
3953;TRBRQVV128F4249CE1.h5;Eddy Raven;You Should Have Been Gone By Now (Digital Re-Recording);happy
3954;TRBRQWH128F92FB425.h5;Michael Stanley Band;Love Hurts;sad
3955;TRBRQYA128F42724B0.h5;Jon McLaughlin;Just Give It Time;sad
3956;TRBRQZR128F4232E57.h5;Sylvia Patricia;Guarde Para Os Dias de Chuva;happy
3957;TRBRRBD128F428B6F0.h5;Dirty Looks;The Girl;happy
3958;TRBRRBJ128F14B065B.h5;The O.C. Supertones;Like No One Else;happy
3959;TRBRRBK128F426A59F.h5;Tito Rojas;Tormenta De Amor;happy
3960;TRBRRCF128F429D8BC.h5;El Cuarteto De Nos;Cristo Te Odia;happy
3961;TRBRRCT128F92D74F2.h5;Blevin Blectum;Real Live Escargot;happy
3962;TRBRREE128F14548D8.h5;Souad Massi;Lamen;sad
3963;TRBRREW128F92F210D.h5;Hank Snow;The Rhumba Boogie;happy
3964;TRBRRFD128F934B2CB.h5;Cannibal Corpse;The Undead Will Feast;sad
3965;TRBRRFQ128F92F999D.h5;Duke Special;Worst At The Best Of Times;sad
3966;TRBRRGJ128F427BE50.h5;Andrew Bird;St. Francis Reel;sad
3967;TRBRRGO12903CF5F15.h5;Blood Red Throne;Harme;sad
3968;TRBRRGV128F9338BFD.h5;Danni Carlos;With Or Without You;sad
3969;TRBRRGV128F935FD35.h5;Side Effect;Scars;happy
3970;TRBRRHM128F42696E1.h5;Billy Joe Shaver;Manual Labor;happy
3971;TRBRRHR128E078A959.h5;Daniel Lemma;If I Used To Love You;happy
3972;TRBRRJF128F423F065.h5;The Wolfgang Press;Chains;happy
3973;TRBRRKO12903CAD695.h5;Hot Little Rocket;Cash Corner;sad
3974;TRBRRKQ128F4214A90.h5;John Fogerty;She's Got Baggage;happy
3975;TRBRRKU128F422A6F9.h5;Alex M.;I Can't Stand It;sad
3976;TRBRRNI128F147B251.h5;John Mayall & The Bluesbreakers / Eric Clapton;It Ain't Right;happy
3977;TRBRRNP128F4262515.h5;Voodoo Glow Skulls;Say Goodnight;happy
3978;TRBRROO128F4262FF1.h5;Dope;Shit Life;happy
3979;TRBRRRK128F92CEB43.h5;Billy Walker;Cross The Brazos At Waco;happy
3981;TRBRVLD128F933EBD7.h5;Billy Walker;Cross The Brazos At Waco;happy
3983;TRBRRRM12903CB73D3.h5;Jes;Such A Long Time;happy
3984;TRBRRRZ128F930AB47.h5;The String Cheese Incident;One Step Closer;happy
3985;TRBRRSO12903C95660.h5;Chukki Star;Nallage;happy
3986;TRBRRSV128F4228AEF.h5;2 Vibez;I Believe;sad
3987;TRBRRSW128F146EFA3.h5;Alphaville;Nietzsche (der geisteskrank);sad
3988;TRBRRSX128F9307F1C.h5;Jihad Muhammad;NJ Groove (Laid Back Mix);happy
3989;TRBRRUB128F147CDCA.h5;Heather Small;Better Way;sad
3990;TRBRRVG128F930C4ED.h5;The Electric Soft Parade;So Much Love;sad
3991;TRBRRVU128F9312597.h5;Raul Seixas;Sessão Das 10;sad
3992;TRBRRWF12903CECFEB.h5;Vibracathedral Orchestra;Es inaceptable para mí;sad
3993;TRBRRXY128F427312B.h5;Skapulario;Alucinación;happy
3994;TRBRRYT12903CC73E9.h5;Electromagnets;Simon's Dance;happy
3995;TRBRSIY12903CF42A3.h5;Paradise Lost;Never For The Damned;sad
3996;TRBRSAG12903CBFDFF.h5;Marduk;The Black...;sad
3997;TRBRSAT128F9338F90.h5;Parade;Touchstone;happy
3998;TRBRSBN128F426A78D.h5;Familjen;Hög luft (Fujasaki Remix);happy
3999;TRBRSBQ128F92E17BE.h5;Frida;Liv på Mars?;sad
4000;TRBRSDE128F92FABB7.h5;Benny Martin;Cotten Eyed Joe;happy
4001;TRBRSGI128F92F8F20.h5;Clinic;Tomorrow;happy
4002;TRBRSHE12903D09778.h5;Shearwater;Safeway;sad
4003;TRBRSIP128F145C3D1.h5;Tunnel Rats;Line Finish (Tunnel Vision Album Version);happy
4004;TRBRSQD128F4291525.h5;Regurgitate;Fleshmangler;happy
4005;TRBRSQI128F4292E66.h5;The Youngbloods;Sea Cow Boogie;happy
4006;TRBRSQX12903CD75BD.h5;DARK NEBULA;Fire Offering;happy
4007;TRBRSRL128F428A695.h5;In Extremo;Frei zu sein;sad
4008;TRBRSSB12903CAEFAA.h5;White Wizzard;Death Race;sad
4009;TRBRSUR12903CF6064.h5;Dirty Filthy Mugs;All Yobs In;happy
4010;TRBRSVP128F4216C2A.h5;Only Crime;Framed Then Failed;sad
4011;TRBRSWC128F932EB35.h5;Gina Sicilia;I Pray Most Everyday;sad
4012;TRBRSXQ128F92EB712.h5;EDGUY;Overture;sad
4013;TRBRSXX12903CB64D7.h5;S.Y.P.H.;Taris;sad
4014;TRBRSYT128F427F001.h5;The Detroit Cobras;You Don't Knock;happy
4015;TRBRSZC12903CB9275.h5;Venom;Black Mass;happy
4016;TRBRSZF128F4213998.h5;Cadence Weapon;House Music;sad
4017;TRBRSZN128F423ECF8.h5;Michael J Sheehy;Swing Low;sad
4018;TRBRSZR128F429330E.h5;The Amalgamation Of Soundz;Keyvan's Paper (Document 3);sad
4019;TRBRSJP128F933B30F.h5;Edo Maajka;Faca;happy
4020;TRBRSJQ128F932EB00.h5;The Tokens;The Lion Sleeps Tonight;happy
4021;TRBRSKB128F931317C.h5;Boys Noize;Feel Good (TV=OFF);happy
4022;TRBRSKM128F92FC090.h5;Dolly Parton;Applejack;happy
4023;TRBRSLN128F4288F96.h5;Cluster;Have you met miss jones?;happy
4024;TRBRSLP128F4252F1D.h5;tobyMac;Extreme Days;sad
4025;TRBRSMF128F42632E7.h5;Cows;Orphan's Tragedy;happy
4026;TRBRSMV12903CD8EC2.h5;Bobby Blue Bland;St. James Infirmary Blues;sad
4027;TRBRSNN128F4284E8C.h5;The Box Tops;I Shall Be Released;sad
4028;TRBRSNO12903CBA2BD.h5;Dan Sartain;Touch Me;happy
4029;TRBRSNU12903CE8F76.h5;Russ Morgan;Rosalie;happy
4030;TRBRSNV12903CAE557.h5;Peter Richard;Walking On the Neon;happy
4031;TRBRSOF128F422AD81.h5;My Dying Bride;Gather Me Up Forever;sad
4032;TRBRSOR128EF3624E7.h5;Traband;Intro - At zije bigbit! / Intro;happy
4033;TRBRSOV128F4247E97.h5;Sir Scratch;Lotação Esgotada;happy
4034;TRBRTPC128F9354081.h5;Tanzkonsol;It works Hard;happy
4035;TRBRTAH12903CD718E.h5;La Pandilla;Adeste Fideles;sad
4036;TRBRTAI12903CDD56D.h5;Ritchie Valens;Donna;sad
4037;TRBRTBA128F42657EA.h5;3LW;Have Yourself A Merry Little Christmas;sad
4038;TRBRTBD128F92CBDC4.h5;Duke Ellington And His Orchestra;Crescendo In Blue;happy
4039;TRBRTCM128F9314562.h5;Sk Radicals;Troubled Times;sad
4040;TRBRTCS12903CBAA9C.h5;Bob Cheevers;Girl In Amarillo;sad
4041;TRBRTCZ128F424152E.h5;Normaal;Kiek Es Um Ow Hen;happy
4042;TRBRTDK128F424C465.h5;Rev. James Moore;I Will Trust In The Lord;happy
4043;TRBRTDL12903CFB620.h5;Symphony X;Accolade II;sad
4044;TRBRTEO128F92E649E.h5;Twisted Sister;S.M.F.;sad
4045;TRBRTEY12903D07301.h5;Brigitte Fontaine;Les Muzdus;happy
4046;TRBRTFS12903CCE7D2.h5;Argent;The Jester;happy
4047;TRBRTGC128F426F71F.h5;John Gorka;Things We've Handed Down;sad
4048;TRBRTHM128F4283321.h5;Demet Akalin;Pembe Dizi;happy
4049;TRBRTHW128F931E202.h5;Tom Zé;Tô;happy
4050;TRBRTIP12903CA3617.h5;Miles Davis Quintet;Round About Midnight;sad
4051;TRBRTIU128F92CFA48.h5;Frost;Swing;sad
4052;TRBRTKI12903CF49BB.h5;Llwybr Llaethog;Dim Dat Dub Yn Fyw / Live;sad
4053;TRBRTLQ128F92FF860.h5;Carter Family;Hold Fast To The Right;sad
4054;TRBRTMD128F92C9AFD.h5;Tomcraft;Storm;sad
4055;TRBRTMX128F429965C.h5;SWV;This Christmas;happy
4056;TRBRTOF12903CB762E.h5;The Chakachas;Jungle Fever;happy
4057;TRBRTOK12903CD8DE4.h5;Finger Eleven;Panic Attack;happy
4058;TRBRTPP12903CEABCF.h5;Rachel Brooks;I Will Follow;sad
